property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_response_rate,instant_bookable,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,LA,"Happy to provide discounts or custom pricing for extended stay (6+ nights) and long-term rental (1 month). I love how this apartment is 2 blocks East of Venice Beach and on Main St. 1 Block South of popular eating and shopping districts of Main St. Santa Monica, Rose Ave in Venice and 3 blocks from Abbot Kinney blvd. Discounts for extended stays. Street parking only.   Main St. Santa Monica, Rose St. Venice and the hip Abbot Kinney are within walking distance.  The Santa Monica Blue Bus stop is directly across the street from the apartment.  Two bikes are available for you to cruise the neighborhood. Keys are accessible via lockbox on the exterior of the apartment. You will have access to my email (before the stay) and my cell phone / SMS Text during your stay. Two beach bikes (fresh from Burning Man) are available for you to use and enjoy cruising Venice Beach.",TRUE,0.2,FALSE,Venice Beach Surf Bungalow,36,89,90291,0,1,98.99999999999999
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock,""Private entrance""}",4,1,Real Bed,strict,TRUE,LA,This Two Bedroom Getaway will feel like Home by the Beach.   Convenient to LAX and Silicon Beach.  Walking distance or a short bike ride from Venice Beach/Pier and Abbot Kinney shops and restaurants.   Great for short term or long term.,TRUE,1,TRUE,Charming 2BD Venice Bungalow w/ AC,136,94,90292,2,2,95
Tipi,Private room,"{Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",""Family/kid friendly"",Essentials,Shampoo,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Futon,moderate,TRUE,LA,"Come relax in your own private tipi overlooking the Venice canals, and only two minute walk to the beach, 5 minute walk to Washington Blvd, and not far from Rainbow Acres, Mendocino Farms, Sugarfish by Sushi Nozawa, The Terrace Cafe, The Counter, dive bars, juice bars, and more. The tipi is secure, on the roof, upstairs from a big spacious kitchen, living room, dining room, and shared bath... good for couples, solo adventurers, and adventurous families.",TRUE,1,FALSE,Urban Luxury Tipi - Only 2 Blocks 2 Beach!,20,95,90292,1,1,87
Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,FALSE,LA,RIGHT AT CENTER OF VENICE BEACH! SINGLE APARTMENTS - double bed for couples and/or 2 beds for individuals RELAX IN YOUR ROOM WITH - INTERNET & WI-FI. ALL ROOMS EN SUITE (your own bathroom). KITCHEN & REC RM - commons in Venice Beach hostel NOV-FEB'16 WEEKLY SPECIAL - off season  from Nov. '15 through Feb. '16 Holiday weeks - special not apply Reception Desk Entrance door closed at night - ring entry & desk available:  8 am - 4 am closed - no entry; no desk:  4 am - 8 am Right at Center of Venice Beach,TRUE,0.9,FALSE,WEEKLY PRIVATE ROOM (APT) in HOSTEL,0,NA,90291,1,2,85.00000000000001
Chalet,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",Bathtub}",3,1,Real Bed,moderate,TRUE,LA,"Awesome little private cottage in the heart of Venice California. Everything you need is available and in walking distance. Play golf, go surfing, frisbee, tennis, paddle tennis, bar hopping, etc.  Located in the heart of Venice Beach and 2 blocks from Santa Monica Main Street.  This private cottage is ideal for a couple or even 2 couples to stay for a few nights and take in Los Angeles' beautiful Coastline.  Minutes from the 10 Freeway and Located on Pacific Ave (PCH), all of Los Angeles and surrounding areas are at your fingertips.   This is a cottage house just 1/2 block from the sand.  This is a classic Venice beach bungalow. It includes a full bathroom, kitchen, BBQ/Firepit, livingroom and bedroom AND PARKING SPOT!  Closet space and shelf space provided.  All dishes, pots, pans linens and towels provided.  Includes 4 bikes, tennis rackets, 2 sets golf clubs and frisbees.  Come stay in Venice, you will never forget it. Venice is known for its eccentric and eclectic beach lifestyle.",TRUE,1,FALSE,Venice Beach Cottage - 1 Block Away,126,95,90291,1,1,150.00000000000009
Bungalow,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,TRUE,LA,"Chic stand-alone bungalow, only blocks from the beach and historic Venice sign. Walking distance to all of Venice's best eats and shopping.",TRUE,0,FALSE,Venice Bungalow close to beach,0,NA,90291,1,1,139.99999999999994
House,Entire home/apt,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer}",3,1,Real Bed,strict,TRUE,LA,"This ultramodern 1 bedroom has incredible architecture with vaulted ceilings, kitchen skylight, and new designer furnishings throughout. Also featuring a wonderful patio garden.  Perfect Venice Location!  ",TRUE,1,FALSE,Ultramodern 1 bedroom in Venice,7,97,90291,1,1,144.99999999999997
Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",1,1,Real Bed,strict,TRUE,LA,"1 large Master bedroom + private bathroom and walking closet in a 2 bedroom apt available. Close to the beach and Abbot Kinney. Fireplace,dishwasher,bike available. Sharing w/ easygoing friendly girl. We love our apartment and I know you will too. 1 large Master bedroom with private bathroom and walkin closet Living Room, Kitchen, Palio I will be out of the country. Emergency contact available Friendly neighborhood 1.5 miles from the beach. 1 mile from Abbot Kinney. Easy access to 10 freeway and 405 freeway. Bus stop near by. 2 bikes available",TRUE,0,FALSE,Venice Beach Master bed + 1 bath,0,NA,90291,1,1,74.99999999999997
Dorm,Shared room,"{TV,Internet,""Wireless Internet"",Kitchen,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher""}",8,1,Real Bed,strict,FALSE,LA,"WELCOME: Life's a Beach-JOIN US. CENTER OF VENICE BEACH! ALL–YOU–CAN–EAT BREAKFAST!  Relax in room with internet & wi-fi. ALL ROOMS EN SUITE. Enjoy the company of fellow travelers from all over. WOMEN-ONLY & MIXED ROOMS. Let us know: # of women/men. Right on Venice Beach ! Enjoy the company of fellow travelers to L.A. - from all over the world in shared single apts. in Venice Beach Hostel ! Wake up to – BREAKFAST included;  Play all day & return to  Relax with – INTERNET  & WI-FI included. All rooms – en suite (their own bathrooms). ALL your Needs INCLUDED in the Price of your bed !! ONLY stay including all this - and - beats the price of any other place at the beach !! Venice Beach Hostel: An international and national traveler's home away from home. Right on Venice Beach.  A place to relax and 'come home to' after attending to what you have to do in L.A. Great for the person in for a training class/course; ESL; Digital Domain interns; in for an interview, or looking for a job; studen",TRUE,0.9,FALSE,WOMEN SHARED ROOM in VENICE HOSTEL,10,78,90291,1,8,48.99999999999999
House,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",7,3.5,Real Bed,strict,FALSE,LA,"This remarkably designed, eco-friendly beach house is ideally located on a charming walk street in one of Venice Beach’s most sought after neighborhoods- a pedestrian paradise between the old-world canals and spectacular Venice Beach. It’s just steps from the sand, surf, restaurants, coffee shops and the world famous Venice Boardwalk. The high-end vacation retreat has the best Venice has to offer…without the hustle and bustle of the crowds.  Recently updated, the 2,000 square feet, three-story, three-bedroom condo feels like a sprawling single family home. The home has been designed and furnished with sophisticated yet laid-back Venice visitors in mind. An eco-friendly, modern design keeps the space feeling clean and fresh, while the finest textiles and materials keep it warm, cozy and classy. It’s a beach house in every sense- with flowing open spaces, indoor-outdoor living and a private roof-deck lounge with stunning 360-degree views.  Belgian linens, designer accents, and one-of-a-k",TRUE,1,FALSE,Venice Beach House Retreat,65,98,90291,3,4,800.0000000000006
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,Shampoo}",5,2,Real Bed,strict,TRUE,LA,"Spend your next L.A. retreat at a charming Venice house! Our 2-Bedroom/2-Bath home is beautifully designed to celebrate Southern California's indoor-outdoor lifestyle. Big French doors open the entire livingroom, dining room and kitchen to spacious front porch and back yard. Feel the air and breeze when you chill outdoors, and indulge in comfort and peace when you stay in.  Ideally located on a quiet upscale street in the center of Venice Beach community, our home is just a few steps to Whole Foods Market and golf course, and a short bike ride to Abbot Kinney, Santa Monica Main Street, and Venice Beach.  When you arrive, enjoy the reclaimed hardwood floor, exposed wood truss ceilings, open kitchen, outdoor firepit/grill, drought-tolerant garden, and modern amenities including Tempurpedic Cal King beds, whole-house solar fan, occupancy sensor dimming lights, big flat-screen TVs, Bose sound system, and Fios high-speed wireless Internet. One-car plus street parking. Well-behaved pets with",TRUE,1,FALSE,The Common House in Venice Beach,38,91,90291,2,2,248.00000000000028
Apartment,Shared room,"{""Wireless Internet"",Pool,Kitchen,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49""}",4,1,Real Bed,strict,FALSE,LA,"This is shared room(Living room) separated with curtains for more privacy.  You will share the apartment with our guests but will have absolute privacy there. Beach living at it's best! Located in Marina del Rey, Venice, Santa Monica area. Walk 4 blocks to ocean , pier, restaurants Parking 20$ per night",TRUE,0.94,TRUE,Marina Del Rey/Venice 3 min to beach)!s,0,NA,90292,1,1,95
House,Entire home/apt,"{Internet,""Wireless Internet"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",""Hot tub"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,LA,"The guest house is situated in an extensive backyard behind the main house. Enjoy the serenity of your patio overlooking the freshwater pool and Jacuzzi. Secured parking on the premises. The space provides a full kitchen. It is ideal for two, but can accommodate a third / forth guest with an additional bed in the master bedroom as well as a sleeper sofa in the living room/kitchen. Please note that there is a extra fee for additional guests (over 2) of $25/night per person. Separate entry through secure, (automatic) gate in the back of the property for parking. Pool and Jacuzzi. We enjoy sharing our love for our neighborhood and the things to see and do around Venice and SoCal in general. We are about a 10min bike ride away from Abbot Kinney as well as the beach. Walking distance (3min) from a park and golf-course and 5min bike ride to Wholefoods, Ralphs, CVS, etc. That's the great thing about this location, between walking, biking and Uber, there is no need to get in your car.",TRUE,1,FALSE,Tropical oasis with pool in venice,53,100,90291,1,3,254.99999999999991
Bungalow,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub}",2,1,Real Bed,strict,TRUE,LA,"Easy stroll to the beach,  Main St., canals, Muscle Beach & Boardwalk as well as Abbot Kinney and Rose Ave. Located on the border of Santa Monica, it is an easy bike ride to Santa Monica Pier.  Central to galleries, cafes, boutiques, yoga studios, Gold's Gym. Fully equipped artist studio complete with private patio in classic Venice neighborhood. Accommodates 2. Includes free street parking, high-speed wireless internet and local coffee to start your day. Relax and absorb the scene! Bungalow Rose has a deluxe queen bed which can accommodate up to 2 guests. Just outside the kitchen is a wonderful private patio with bistro seating; a great place to enjoy morning coffee or meals. Bungalow Rose I is the last unit on your right. There is a lockbox with house keys next to the front door. I will message you with the code prior to your arrival. Please let me know that you've arrived ok and if there is anything you need to make your visit more enjoyable. Venice is a special place and the house ",TRUE,1,TRUE,Bungalow Rose I,25,91,90291,0,1,150.00000000000009
Apartment,Entire home/apt,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,LA,"1954 building with hardwood floors, parking, laundry & all the amenities of a truly cool beach apartment. Bright, clean & simple, short stroll to the Beach, Abbott Kinney and Main Street. Restaurants, Beach, shops and theater all walking distance. Open, airy with a zenia-like energy Mi Casa su Casa Call me if you have a question or issue. After Jessica left, she emailed me about her stay:  I think our favorite thing was walking around Abbot Kinney. We had great coffee and a donut one morning, we took a yoga and spin class at YAS which was amazing, and then got great juices and smoothies at Butcher's Daughter. We had some friends in town too that were staying super close, and they lived in LA prior to moving to New York. They took us out of Venice and into Silver Lake, Culver City, Los Feliz, and downtown. We had some great cocktails and delicious vegan food. It was a lot of time in the car but we got to see a lot! Friendly neighborhood, cool shops & restaurants all walking distance Eve",TRUE,1,FALSE,Venice Beach: Simple & Accessible,17,94,90291,1,1,119.99999999999997
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",""Other pet(s)"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock,""Private entrance""}",2,2.5,Real Bed,moderate,TRUE,LA,"Great for a romantic garden rooftop sunset drink or dinner al fresco, meals prepped in a cook's kitchen, movie nights by the fireplace, plunging into the salt water pool and soaking in the hot spa, this is an amazing space with everything you could possibly want to have a comfortable, relaxing and most memorable stay. This a uniquely modern home that is also warm and inviting. It is a beautiful space to spend the day inside or to return to after seeing all the sights Venice has to offer. While access to the rooftop garden and spa is all yours, the plunge pool is shared with my front and rear neighbors (two other people) so a considerate volume while enjoying ANY of the outdoor spaces is much appreciated. You have all the space you want and I am available for anything you might need during your stay. While you are tucked away on a small street, you might forget you are in the heart of Venice- close to major thoroughfares and all the best attractions this cultural beach community has to ",TRUE,0.9,FALSE,VENICE ZEN MODERN HOME,1,100,90291,2,2,254.99999999999991
Boat,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher""}",2,1,Real Bed,strict,TRUE,LA,"Beautiful 35 foot yacht ready for a great time!   Rate for charter with Captain via professional charter company  available as well. Open to longer term stay with discount as well! She can be yours for the night, weekend or the week! Enjoy spending quiet time in Marina Del Rey bay aboard our beautifully decorated yacht.. only for docking! Spacious and comfortable.  This yacht will also convert the dinette into a bed.   The main salon is spacious enough with plenty of seating to enjoy the TV. It is an open concept with direct access, up a couple steps to the galley. Down the staircase you will enter the sleeping area; The interior suite has a full size bed, closet and storage space. The lounge level of the boat has wonderful outdoor dining area, barbecue, and extended swim deck along with an ocean kayak. You will spend countless hours up on this sunny deck enjoying the views and sunshine. We do not allow anyone to take the boat out of the slip for safety and insurance reasons; however, ",TRUE,1,FALSE,Gorgeous yacht in Marina Del Rey,9,97,90292,1,2,248.99999999999972
House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Shampoo,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,LA,"Enjoy the beautiful beach life of Venice Beach California. You are within steps of world class shopping and dining of Abbot Kinney. Surrounded by palm tree's, boasting a walls of windows, this delightful bedroom in a quaint Venice neighborhood offers the excitement of the area. Hop on a bike and in 5 minutes you will be on trendy Abbot Kinney or world famous Venice Beach. Large private room in bright,clean,peaceful house with gardens. Great location near Abbot Kinney/Rose shops cafes, & beach. Lots of  space and comfy new bed. Wireless internet, laundry, and hardwood floors. Off-street parking. Easy access to LAX. Depends on the requirements of the guests. Extraordinary Venice location walking distance to the beach, canals and trendy Abbot Kinney. Enjoy everything our incredible neighborhood has to offer. There are bikes available at the house for guests use.",TRUE,0,FALSE,Boho Beach Room,0,NA,90292,1,1,110.00000000000004
Bungalow,Entire home/apt,"{TV,Internet,""Wireless Internet"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Hangers,""Hair dryer""}",2,1,Real Bed,flexible,FALSE,LA,"Cozy beach room steps from Famous Venice beach and Venice Boardwalk. Fits two and nestled in the heart of Venice. Enjoy a short bike ride to Santa Monica Pier or boat ride in Marina Del Ray. Only mins. away from LAX. More pics soon... Transportation is very convenient here. Bus routes located on every street corner around the building. Also bike rentals, car rentals are steps away. Also this unit has no parking but street parking can be found around the building. Also Uber and Lyft rides always available. All guest are expected to behave in a professional manner. Please be respectful of neighbors and the surrounding community. No smoking is allowed in room. If you need to smoke you can walk into the hallway that leads outside. No pets are allowed since the size of the room is small. Some special accommodations can be made. Please no do bother neighbors that live in adjacent units.",TRUE,0,FALSE,Cozy Studio On Venice Beach CA,0,NA,90291,1,1,175.00000000000009
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Self Check-In"",Keypad}",3,1,Real Bed,strict,TRUE,LA,"Are you looking for a 1 bedroom apartment just minutes away from the Boardwalk? Well look no further than this historic Venice Canal property. Its location can’t be beat! Are you looking for a 1 bedroom apartment just minutes away from the Boardwalk? Well look no further than this historic Venice Canal property. Its location can’t be beat with its proximity to all the trendiest restaurants, shops, and Farmer’s market, which is only a ½ block away! Not only is this apartment in a great part of town, but it also includes an outdoor living area with a patio and barbeque, covered by a canopy of trees. This outdoor area is an outstanding oasis from the stressors of the city.  This California Coastline property does not include an A/C unit due to modest temperatures that accompany beach properties, but does include a portable ventilator fan to allow ocean-breeze flow-through.",TRUE,1,TRUE,1BR Apartment Steps to Sand,21,90,90291,1,1,135.00000000000003
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}",8,2,Real Bed,strict,TRUE,LA,"Find your escape in remarkable Venice Beach. A fusion of modern comfort and chic surroundings await you, and are a perfect set-up for a girlfriend’s getaway, celebration trip, or family retreat. Immerse yourself in the Venice lifestyle.  This 3 bedroom, 2 bathroom property has an appealing layout and a calming vibe. One of two units in a duplex, you will have joint access to outdoor areas in the front and back of the property, which are perfect places to lounge and unwind, or settings to entertain guests. The front area has comfortable seating and a fire pit for cozy gatherings. Walk inside and you’ll find a relaxed living room complete with a fireplace. The modern kitchen leads into the elegant dining room, the perfect palate for your culinary creations. Find your hideaway in one of the three distinct bedrooms. The zen-inspired master has a luxurious tempur-pedic king mattress and a bathroom attached. The two accompanying bedrooms rejuvenate guests with queen and double tempur-pedic b",TRUE,0.58,FALSE,The Abbot,21,92,90291,3,3,385.0000000000005
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,LA,"Off the increasingly hip Abbot Kinney Blvd. in Venice Beach, this artistic one bedroom has been thoughtfully designed and furnished to suit all your needs: full kitchen, deck, washer/dryer, and bicycle to cruise to the beach - just 6 blocks away! Re-modeled fully furnished bungalow in the heart of Venice beach, with living room (52"" plasma television, DVD player, Time Warner Cable, HiFi Surround Sound Stereo System), full kitchen (dishwasher, pots, pans, and all plate/silverware), Washer and Dryer, backyard patio with barbecue (and table for 8 guests), free WiFi internet, beach cruiser bicycle available upon request. Free street parking available 24/7 A stone's throw from Abbot Kinney Blvd: (website hidden) As your neighbor, I'm (usually) available to answer any questions you might have about the space, and the surrounding neighborhood. I'm an architect, designer & artist - gallery owner, and often invite tenants to stop by for events and openings I host in Santa Monica.  Venice has be",TRUE,1,FALSE,AWESOME 1 bed house in VENICE BEACH,28,99,90291,1,1,144.99999999999997
Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,LA,"2nd floor with 1 queen bed and 1 couch for 2 guests. 3rd guest $30 per night.  Unit is facing a quite street, pretty peaceful. Spacious balcony, Gym, pool, hot tub, tennis court, small market-store, laundry and parking available. One of elevators does not work. Guest has a choice to park in another parking or take stairs if it's not too inconvenient. Great location Studio with balcony! Parking and all amenities included for very affordable price. Pool, hot tub, little market on the premises, paid laundry (washer and dryer on the 1st floor), laundry card provided, only need to add money. Parking permit provided for self access to secured parking. Just for instructions Surrounded by water. Marina canals with beautiful boats, ocean, banks, coffee shops, restaurants for any occasion (casual and sophisticated) in walking distance. Famous Marina Cheesecake factory with outdoor romantic set up. Board walk for rollerblading and bicycling. Amazing relaxing Marina beach side. Pretty much everyth",TRUE,1,TRUE,Studio at the Beach With Parking!!!23k,125,95,90292,0,1,119.99999999999997
House,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",1,1,Real Bed,moderate,FALSE,LA,"5 STAR review! Price INCLUDES cleaning fee,Bike,surfboard,Parking, wifi, organic coffee. Close to everything. Super cute,Real bed, Hot shower,cold fridge,outdoor patio,totally private.  One person only. Stay in unique vintage Americana. Thanks! Great space, loved by all.Your own personal casita Private Patio,Coffee included, NO cleaning fee (unless one night only/$15) and free parking abounds. I am a world traveler and I love to meet fellow travelers and help make your stay memorable. Enjoy! Includes fridge,shampoo,conditioner,soap,towels,bike,surfboard. Lessons available. Use the bike and foam top surfboard. Check in and check out can be altered if needed. Always depends on other guests arrival or departure times. Ask me, I'm flexible! check out (URL HIDDEN) for local activities Interaction is up to you, if I am available, I can show you around, if not I have great maps and everything is close.  search gallodp on the internet if you want to learn more about me or see my Film work. Thi",TRUE,1,FALSE,Cozy Venice Vintage Camper,161,94,90291,0,1,94
Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",3,1,Real Bed,flexible,FALSE,LA,"Enjoy Venice Beach in this super nice large 1bd/1ba. Two houses from the beach in a quite building and nice neighborhood. Here you will fall asleep to the sound of the ocean waves yet 2min walking to restaurants, bars, small shops. Large open kitchen/ dining-space/ livingroom w/fireplace, work space/desk, big bedroom with queen-size tempurpedic bed, nice patio with ocean view, walk to pier, enjoy the beach, boardwalk or a game of paddletennis. incl all wifi, water, power etc. This is my home that you will use while my daughter and I are away. Its very warm and inviting and I know you will enjoy it here. Lots of lights and good space. I can add a bed in the living room without disrupting the space. If you are bringing kids please be nice to the neighbors and keep in mind that this is the top floor hence people living downstairs :) You will have the entire apartment and can use anything that is here. Bedding, blankets linen, towels is all available - everything in the kitchen if you want",TRUE,0,TRUE,Christmas @ Venice beach,0,NA,90291,1,2,119.99999999999997
Apartment,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,LA,"Rent this great Master Bedroom with en-suite bathroom in an awesome Beach Pad steps from the Beach and walking distance to the best Venice and Santa Monica have to offer. Experience classic summer beach living on one of Venice's famous walk streets. Our home is a perfect place to stay in Venice and enjoy everything the area has to offer. You will be at walking distance from the famous Boardwalk, Abbot Kinney, and Main Street Santa Monica, and of course, a few steps from the Beach! Being very well located, you will find that it is also far enough from the main streets and the craziness of Venice to make it a very quiet place to stay. Our apartment is a beautiful beach pad with beautiful wood floors, a fully furnished kitchen and an amazing Patio with a BBQ. Your room is a large bedroom with a en-suite bathroom. This place is our home and we both work in the area. We will be here if you need anything or if you need any recommendation for things to do around here We are a 5-10 minute walk",TRUE,0,FALSE,Perfect Beach Pad in Venice steps from the sand,6,93,90291,1,1,100.00000000000004
Bungalow,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Private entrance"",Bathtub}",2,1,Real Bed,moderate,TRUE,LA,"In the heart of Venice Beach, 4 blocks from the boardwalk, just west of Abbot Kinney and right next to the canals: Original 1932 Artist Bungalow on a private alleyway. Relax under palm trees and enjoy the communal gardens of the community surrounding you.  This unique property is for lovers, creators of art and riders of waves and bikes alike. Private car parking space included, and a beach cruiser for your comfort of shopping at the markets close by. You will not forget this Venice Beach stay. This Artist Bungalow is part of a community of 8 Bungalows. Your neighbors are local artists and savvy tech-entrepreneurs alike. Enjoy, sit back and relax in the comfort of a lovely community that will carry you away with barbecues, firepit talks and an occasional beer on the stoop. Or you may pull your private entrance door shut and cook a meal in the fully equipped kitchen; or enjoy the 200+ TV channels in the privacy of your home. The queen size loft bed is raised into the vaulted ceiling of ",TRUE,1,FALSE,Sunny Artist's Beach Bungalow 1932 Venice Original,0,NA,90291,0,1,125.00000000000004
