fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7.827288678847253
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5.322207915829495
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6.343804429052398
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5.4083628605585545
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6.139623356284574
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7.8555081624072045
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5.216555834049359
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5.31746985972859
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5.541398041881621
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8.430339350365102
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6.36490309657529
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5.787078270222992
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5.869586281245574
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5.781935124658048
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6.505931868683547
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6.787217150442302
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7.015516811516136
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5.5195609028451145
6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5.811107259942219
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8.777152864728123
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.970718742115423
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.612558288499713
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.307055345969275
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6.263427212834358
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5.643030459061265
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4.9644144715275615
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6.400729248998687
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6.0312303635291755
5,0.61,0.12,1.3,0.009,65,100,0.98740000000000006,3.26,0.37,13.5,5.1262336384970695
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5.801092051435262
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6.308948496123776
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5.633699505124241
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6.438346830196679
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7.509086164180189
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7.348783872788772
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5.270467403111979
7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6.61719068675302
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6.397228738293052
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5.084827090846375
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6.964515073690563
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7.840574383037165
7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5.461363488342613
6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5.178559080464765
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5.350308875786141
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6.422110334271565
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5.189873607363552
6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5.67934476188384
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6.310095903463662
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6.79172651655972
5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5.46641196240671
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6.061470073880628
6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6.087275946512818
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5.177326478995383
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5.87341796583496
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5.4149636616930366
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5.538965184474364
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6.0934347794391215
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5.928542408626527
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6.581834706477821
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5.839019435225055
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6.4086158205755055
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5.921375807141885
6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5.979280791245401
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6.090791349764913
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6.059602220542729
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3.718902282649651
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5.396333226701245
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5.358742819167674
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5.102981084492058
7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5.481315418146551
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7.192517715971917
6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5.274427258875221
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6.931844462174922
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6.5851570789236575
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6.074704071274027
6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5.537299051648006
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6.903282479150221
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6.017010010546073
6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5.35087148938328
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7.803015891695395
6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6.746322952443734
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6.561342800501734
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5.133630717173219
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6.165559688583016
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7.813226816710085
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7.13535524555482
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5.864273615181446
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5.245020103408024
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6.075556406751275
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5.056638410547748
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5.845309135736898
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6.554787350120023
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6.399735425133258
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5.933495844015852
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5.923442874336615
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6.576474149245769
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6.289208655944094
7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6.7009569318033755
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7.590875950176269
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6.0690098099876195
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5.252642275998369
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6.061877651838586
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5.6712264677044
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6.185010800836608
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5.865497360471636
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6.764566766796634
5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7.763534612488002
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6.188212657114491
6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7.144681809935719
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6.711782123893499
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6.889184359461069
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6.413427267223597
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6.3168953626882285
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6.649371232371777
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5.59732246468775
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5.149374439613894
6.2,0.22,0.3,12.4,0.054,108,152,0.99728000000000006,3.1,0.47,9.5,6.905333392787725
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6.1713122797664255
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6.629342618398368
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7.458520813612267
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6.3305907601024956
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6.417336887912825
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5.669386893045157
6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6.036829143296927
6.2,0.22,0.3,12.4,0.054,108,152,0.99728000000000006,3.1,0.47,9.5,6.3339279720094055
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6.704395353561267
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6.395150686847046
7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4.02560617425479
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5.9672500842716545
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5.338985134847462
7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7.876831335481256
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5.521982417209074
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5.577923496486619
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5.2413396739866585
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4.091940848855302
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.0801833919249475
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.959949378389865
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5.345011466182768
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6.813798652496189
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.456037433585152
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6.092552253045142
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6.1777227313723415
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6.820345152635127
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6.087352002505213
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6.770235001808032
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6.1161207996774465
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5.747614772524685
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5.2985804113559425
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5.717477073194459
5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6.3254087176173925
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6.7244245782494545
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6.922121192328632
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6.689239196712151
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7.099277177127078
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5.836601775838062
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5.648453633999452
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4.274949517799541
6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6.338167843874544
5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6.581915257498622
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7.536993172718212
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7.563244405668229
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7.253478129627183
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7.542537230299786
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7.788962750462815
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7.184223637916148
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6.0442763031460345
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6.604694193229079
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7.56115849991329
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6.417817799607292
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7.5104014351964
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7.735506131313741
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6.854484682902694
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5.549803250236437
6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7.411196925211698
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6.235299135558307
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6.690263149794191
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5.727663045749068
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7.6552869300358
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5.686641436070204
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5.258844205411151
8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5.30609465832822
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6.466622527921572
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5.362948970636353
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5.446851053275168
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5.983301868895069
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6.868558695074171
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6.550823163241148
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8.594532882794738
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4.311462335987017
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6.614322221837938
7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5.280883552506566
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6.990450717275962
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5.726774830138311
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6.661404059268534
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6.648621644359082
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5.6415037179831415
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5.723080384079367
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6.702527084387839
6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6.375030665891245
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6.939193935832009
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6.279828313505277
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6.8318466492928565
6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7.057744880439714
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5.63248273730278
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5.74281390151009
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5.270615340443328
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5.976853739004582
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6.639473583782092
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7.036342666950077
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5.556265946477652
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6.73832343891263
5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5.033157290890813
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5.084224626421928
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6.061654613120481
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6.352661475772038
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6.036376040428877
7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5.446269130101427
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7.921394614502788
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7.60274746385403
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5.731823686975986
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4.35062730521895
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6.009375227382407
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4.751094676321372
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6.6797613627277315
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6.335281570907682
6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7.525447978172451
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6.5782573006581515
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6.3988748646806926
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4.836672897916287
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6.2282803556881845
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7.835030842106789
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7.102216026745737
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6.577878564596176
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7.805828982498497
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6.78505823132582
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5.281991787487641
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7.873731137486175
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7.447386415442452
5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6.341995069757104
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7.721340423217043
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6.146697960561141
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6.70367516996339
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6.18200035719201
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6.34700836497359
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6.448551868088543
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6.294388409471139
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5.912508986424655
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7.602356323739514
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7.419178484939039
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7.119342747610062
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5.232601693365723
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7.6202503924723715
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7.6867593608330935
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.568863412132487
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.354192466242239
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.598929825937375
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5.968947614077479
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6.390535329468548
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6.852814509999007
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7.042287551332265
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6.424722351133823
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6.022390546509996
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5.032071352703497
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6.098211758537218
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6.942797552561387
7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6.64275710680522
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7.146891751326621
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6.439513313118368
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6.40522491093725
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6.231445692945272
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5.6874414761550725
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5.217115492094308
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6.8310397861059755
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6.709377486957237
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5.523202191339806
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4.05360719258897
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5.624555865768343
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5.77282312582247
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6.382597122574225
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6.673390936339274
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6.028877634555101
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6.192133119562641
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5.733283216599375
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6.461066228337586
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6.448525376152247
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5.81409824360162
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5.909689759835601
